K,Cluster,Centroid
43,37,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
43,38,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
43,39,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
43,40,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
43,41,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
43,42,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
43,43,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
44,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
44,2,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
44,3,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
44,4,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
44,5,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
44,6,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
44,7,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
44,8,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
44,9,"[0.103904,0.420025,0.50363 ,0.87591 ,0.813189,0.565007,0.374499]"
44,10,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
44,11,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
44,12,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
44,13,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
44,14,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
44,15,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
44,16,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
44,17,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
44,18,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
44,19,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
44,20,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
44,21,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
44,22,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
44,23,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
44,24,"[0.878859,0.694818,0.106375,0.352121,0.105575,0.452099,0.525873]"
44,25,"[0.881639,0.626741,0.095976,0.193837,0.406678,0.318498,0.593948]"
44,26,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
44,27,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
44,28,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
44,29,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
44,30,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
44,31,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
44,32,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
44,33,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
44,34,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
44,35,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
44,36,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
44,37,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
44,38,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
44,39,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
44,40,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
44,41,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
44,42,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
44,43,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
44,44,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
45,1,"[0.019574,0.624925,0.639508,0.659777,0.699532,0.484855,0.476588]"
45,2,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
45,3,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
45,4,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
45,5,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
45,6,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
45,7,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
45,8,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
45,9,"[0.113215,0.357282,0.504745,0.873452,0.814358,0.604123,0.400226]"
45,10,"[0.084247,0.552481,0.501275,0.881101,0.810722,0.48243 ,0.320187]"
45,11,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
45,12,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
45,13,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
45,14,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
45,15,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
45,16,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
45,17,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
45,18,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
45,19,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
45,20,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
45,21,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
45,22,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
45,23,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
45,24,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
45,25,"[0.878859,0.694818,0.106375,0.352121,0.105575,0.452099,0.525873]"
45,26,"[0.881639,0.626741,0.095976,0.193837,0.406678,0.318498,0.593948]"
45,27,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
45,28,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
45,29,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
45,30,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
45,31,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
45,32,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
45,33,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
45,34,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
45,35,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
45,36,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
45,37,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
45,38,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
45,39,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
45,40,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
45,41,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
45,42,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
45,43,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
45,44,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
45,45,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
46,1,"[0.025135,0.613514,0.794283,0.662355,0.595422,0.431406,0.474011]"
46,2,"[0.017191,0.629816,0.573176,0.658672,0.74415 ,0.507761,0.477693]"
46,3,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
46,4,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
46,5,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
46,6,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
46,7,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
46,8,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
46,9,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
46,10,"[0.113215,0.357282,0.504745,0.873452,0.814358,0.604123,0.400226]"
46,11,"[0.084247,0.552481,0.501275,0.881101,0.810722,0.48243 ,0.320187]"
46,12,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
46,13,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
46,14,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
46,15,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
46,16,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
46,17,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
46,18,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
46,19,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
46,20,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
46,21,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
46,22,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
46,23,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
46,24,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
46,25,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
46,26,"[0.878859,0.694818,0.106375,0.352121,0.105575,0.452099,0.525873]"
46,27,"[0.881639,0.626741,0.095976,0.193837,0.406678,0.318498,0.593948]"
46,28,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
46,29,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
46,30,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
46,31,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
46,32,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
46,33,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
46,34,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
46,35,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
46,36,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
46,37,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
46,38,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
46,39,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
46,40,"[0.909675,0.451993,0.595191,0.329218,0.075865,0.537985,0.321702]"
46,41,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
46,42,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
46,43,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
46,44,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
46,45,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
46,46,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
47,1,"[0.025135,0.613514,0.794283,0.662355,0.595422,0.431406,0.474011]"
47,2,"[0.017191,0.629816,0.573176,0.658672,0.74415 ,0.507761,0.477693]"
47,3,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
47,4,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
47,5,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
47,6,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
47,7,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
47,8,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
47,9,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
47,10,"[0.113215,0.357282,0.504745,0.873452,0.814358,0.604123,0.400226]"
47,11,"[0.084247,0.552481,0.501275,0.881101,0.810722,0.48243 ,0.320187]"
47,12,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
47,13,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
47,14,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
47,15,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
47,16,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
47,17,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
47,18,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
47,19,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
47,20,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
47,21,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
47,22,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
47,23,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
47,24,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
47,25,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
47,26,"[0.878859,0.694818,0.106375,0.352121,0.105575,0.452099,0.525873]"
47,27,"[0.881639,0.626741,0.095976,0.193837,0.406678,0.318498,0.593948]"
47,28,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
47,29,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
47,30,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
47,31,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
47,32,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
47,33,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
47,34,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
47,35,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
47,36,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
47,37,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
47,38,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
47,39,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
47,40,"[0.923878,0.381425,0.636817,0.39365 ,0.10702 ,0.528923,0.273872]"
47,41,"[0.881267,0.593128,0.511937,0.200355,0.013556,0.556108,0.417361]"
47,42,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
47,43,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
47,44,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
47,45,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
47,46,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
47,47,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
48,1,"[0.025135,0.613514,0.794283,0.662355,0.595422,0.431406,0.474011]"
48,2,"[0.017191,0.629816,0.573176,0.658672,0.74415 ,0.507761,0.477693]"
48,3,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
48,4,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
48,5,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
48,6,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
48,7,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
48,8,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
48,9,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
48,10,"[0.113215,0.357282,0.504745,0.873452,0.814358,0.604123,0.400226]"
48,11,"[0.100438,0.526222,0.502142,0.947107,0.827837,0.372802,0.34055 ]"
48,12,"[0.064007,0.585305,0.50019 ,0.798594,0.789328,0.619465,0.294733]"
48,13,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
48,14,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
48,15,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
48,16,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
48,17,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
48,18,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
48,19,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
48,20,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
48,21,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
48,22,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
48,23,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
48,24,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
48,25,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
48,26,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
48,27,"[0.878859,0.694818,0.106375,0.352121,0.105575,0.452099,0.525873]"
48,28,"[0.881639,0.626741,0.095976,0.193837,0.406678,0.318498,0.593948]"
48,29,"[0.962563,0.45985 ,0.48422 ,0.375195,0.181538,0.276231,0.411676]"
48,30,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
48,31,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
48,32,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
48,33,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
48,34,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
48,35,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
48,36,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
48,37,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
48,38,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
48,39,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
48,40,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
48,41,"[0.923878,0.381425,0.636817,0.39365 ,0.10702 ,0.528923,0.273872]"
48,42,"[0.881267,0.593128,0.511937,0.200355,0.013556,0.556108,0.417361]"
48,43,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
48,44,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
48,45,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
48,46,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
48,47,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
48,48,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
49,1,"[0.025135,0.613514,0.794283,0.662355,0.595422,0.431406,0.474011]"
49,2,"[0.017191,0.629816,0.573176,0.658672,0.74415 ,0.507761,0.477693]"
49,3,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
49,4,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
49,5,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
49,6,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
49,7,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
49,8,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
49,9,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
49,10,"[0.113215,0.357282,0.504745,0.873452,0.814358,0.604123,0.400226]"
49,11,"[0.100438,0.526222,0.502142,0.947107,0.827837,0.372802,0.34055 ]"
49,12,"[0.064007,0.585305,0.50019 ,0.798594,0.789328,0.619465,0.294733]"
49,13,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
49,14,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
49,15,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
49,16,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
49,17,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
49,18,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
49,19,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
49,20,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
49,21,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
49,22,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
49,23,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
49,24,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
49,25,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
49,26,"[0.92991 ,0.719014,0.24713 ,0.297511,0.34218 ,0.297991,0.295443]"
49,27,"[0.878859,0.694818,0.106375,0.352121,0.105575,0.452099,0.525873]"
49,28,"[0.881639,0.626741,0.095976,0.193837,0.406678,0.318498,0.593948]"
49,29,"[0.939773,0.44173 ,0.618283,0.35838 ,0.16278 ,0.21948 ,0.419222]"
49,30,"[0.978841,0.472793,0.388461,0.387206,0.194937,0.316768,0.406285]"
49,31,"[0.874147,0.721016,0.584588,0.416037,0.177716,0.177699,0.206517]"
49,32,"[0.863889,0.620127,0.503638,0.275604,0.173212,0.04343 ,0.608048]"
49,33,"[0.834403,0.73667 ,0.589124,0.17445 ,0.115651,0.262512,0.418568]"
49,34,"[0.881738,0.707863,0.59842 ,0.143505,0.401631,0.169057,0.253069]"
49,35,"[0.765586,0.818444,0.573046,0.080011,0.315252,0.534   ,0.151241]"
49,36,"[0.893477,0.169702,0.268014,0.601415,0.465985,0.586252,0.341513]"
49,37,"[0.776692,0.133286,0.275267,0.619356,0.276617,0.82138 ,0.477649]"
49,38,"[0.927443,0.218576,0.313627,0.561019,0.25211 ,0.479056,0.490812]"
49,39,"[0.788155,0.090285,0.32719 ,0.725062,0.302435,0.546942,0.56172 ]"
49,40,"[0.770119,0.020593,0.655647,0.693108,0.452262,0.47532 ,0.349761]"
49,41,"[0.875342,0.403667,0.410519,0.353908,0.156548,0.811424,0.280774]"
49,42,"[0.923878,0.381425,0.636817,0.39365 ,0.10702 ,0.528923,0.273872]"
49,43,"[0.881267,0.593128,0.511937,0.200355,0.013556,0.556108,0.417361]"
49,44,"[0.875084,0.362333,0.336878,0.302481,0.176351,0.453519,0.674567]"
49,45,"[0.724212,0.371043,0.376977,0.320535,0.      ,0.682062,0.772919]"
49,46,"[0.866399,0.229276,0.19129 ,0.390804,0.390705,0.558718,0.626202]"
49,47,"[0.783889,0.33492 ,0.242691,0.190913,0.379467,0.48347 ,0.802037]"
49,48,"[0.766326,0.151881,0.383444,0.206199,0.539997,0.607455,0.670815]"
49,49,"[0.492393,0.305309,0.336145,0.397977,0.308994,0.484027,1.      ]"
50,1,"[0.025135,0.613514,0.794283,0.662355,0.595422,0.431406,0.474011]"
50,2,"[0.014981,0.628364,0.559178,0.692648,0.743116,0.490502,0.479149]"
50,3,"[0.03045 ,0.638527,0.657162,0.454816,0.750354,0.611318,0.468954]"
50,4,"[0.115628,0.619384,0.718374,0.800152,0.808614,0.14233 ,0.352181]"
50,5,"[0.079629,0.81514 ,0.675931,0.724381,0.593089,0.269453,0.36301 ]"
50,6,"[0.187541,0.171492,0.645734,0.609437,0.826134,0.652919,0.558904]"
50,7,"[0.36469 ,0.079677,0.749323,0.883813,0.779829,0.391509,0.357892]"
50,8,"[0.127714,0.398604,0.547986,0.602959,0.935057,0.311356,0.645541]"
50,9,"[0.190314,0.433242,0.322241,0.61949 ,0.901841,0.896945,0.298451]"
50,10,"[0.050583,0.456141,0.449144,0.690331,0.791657,0.638146,0.561122]"
50,11,"[0.113215,0.357282,0.504745,0.873452,0.814358,0.604123,0.400226]"
50,12,"[0.100438,0.526222,0.502142,0.947107,0.827837,0.372802,0.34055 ]"
50,13,"[0.064007,0.585305,0.50019 ,0.798594,0.789328,0.619465,0.294733]"
50,14,"[0.584487,0.062242,0.19355 ,0.578225,0.651701,0.721219,0.668089]"
50,15,"[0.33345 ,0.294968,0.201128,0.352406,0.756729,0.80657 ,0.765103]"
50,16,"[0.246524,0.273542,0.193444,0.638366,0.825557,0.721683,0.675583]"
50,17,"[0.12369 ,0.48893 ,0.321979,0.443705,0.712936,0.698319,0.759767]"
50,18,"[0.206595,0.314345,0.28377 ,0.572939,0.580276,0.835917,0.76946 ]"
50,19,"[0.243375,0.458616,0.271382,0.400213,0.410997,0.786428,0.893337]"
50,20,"[0.169197,0.804729,0.136831,0.479245,0.847427,0.384983,0.620581]"
50,21,"[0.184931,0.883967,0.854749,0.351682,0.468801,0.257   ,0.426317]"
50,22,"[0.316496,0.8411  ,0.974917,0.587317,0.254563,0.117815,0.2896  ]"
50,23,"[0.193877,0.970893,0.413003,0.436056,0.232265,0.462028,0.650924]"
50,24,"[0.808265,0.586396,0.727788,0.642266,0.346266,0.088046,0.0606  ]"
50,25,"[0.95283 ,0.43208 ,0.42175 ,0.681349,0.299516,0.166099,0.242497]"
50,26,"[0.879727,0.210222,0.333959,0.90215 ,0.357236,0.302051,0.310922]"
